Ticker,Company Name,Market Cap,Currency,Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE
2368.HK,Eagle Nice (International) Holdings Limited,2388588800,HKD,HKSE,4.16,true,"Eagle Nice (International) Holdings Limited, an investment holding company, manufactures and trades in sportswear and garments in Mainland China, the United States, Europe, Japan, and internationally. Its sportswear, such as down jackets, tracksuits, sweaters, sports pants, etc. Eagle Nice (International) Holdings Limited was founded in 1993 and is headquartered in Kwai Chung, Hong Kong.",https://www.eaglenice.com.hk,18600,4074668000,521557504,,,,,,
SMCP.PA,SMCP S.A.,278291357,EUR,EURONEXT,3.585,true,"SMCP S.A. operates as a ready-to-wear and accessories retail company in France and internationally. It designs, markets, and sells women's wear, men's wear, and accessories. The company sells its products through a network of points of sale and websites under four brands, including Sandro, Maje, Claudie Pierlot, and De Fursac. As of December 31, 2021, it operated 745 points of sales in 42 countries. The company was founded in 1984 and is headquartered in Paris, France. SMCP S.A. is a former subsidiary of Shandong Ruyi Technology Group Co., Ltd.",https://www.smcp.com,6749,1230500000,1328940000,,,,,,
MONTECARLO.NS,Monte Carlo Fashions Limited,14909489715,INR,NSE,719.15,true,"Monte Carlo Fashions Limited engages in manufacturing and trading woolen/cotton readymade apparels under the Monte Carlo brand in India and internationally. The company provides shirts, trousers, denims, Bermudas, lowers, hi-street fashion shirts, tops, dresses, jumpsuits, urban tunics, shrugs, shorts, capris, narrow pants, leggings, track suits, T-shirts, ties, belts, and socks for men, women, and tweens. It also offers home furnishings and kids' apparel. The company sells its products through approximately 298 executive brand outlets, 1777 multiple brand outlets, 622 national chain stores, and 153 shop-in-shop stores, as well as through e-commerce portals. Monte Carlo Fashions Limited was incorporated in 2008 and is based in Ludhiana, India.",https://www.montecarlocorporate.com,2020,10605600000,10605600000,,,,,,
DOLLAR.NS,Dollar Industries Limited,25910750285,INR,NSE,456.85,true,"Dollar Industries Limited manufactures and sells hosiery products in knitted inner wears, casual wears, and thermal wears primarily in India. It offers vests, briefs, trunks, gym wears, socks, tank tops, crew necks, polos, henley, bermudas, capri, track pants, and joggers for men; camisoles, panties, leggings, socks, and casual wears for women; and T-shirts, shorts, track pants, bermudas, capri, socks, and trousers for children, as well as safety mask and PPE suits. The company offers its products under the BigBoss, J-Class, Athleisure, Missy, Champion, Force NXT, Force Gowear, Ultra, Winter care, and Doller Protect brands. It also exports its products in the United Arab Emirates, Oman, Qatar, Kuwait, Bahrain, Yemen, Iraq, Nigeria, Nepal, Myanmar, Jordon, Bangladesh, Georgia, Sri Lanka, and Somalia. Dollar Industries Limited was founded in 1972 and is headquartered in Kolkata, India.",https://www.dollarglobal.in,2160,15722745000,15722745000,,,,,,
LUXIND.NS,Lux Industries Limited,54304979445,INR,NSE,1805.85,true,"Lux Industries Limited manufactures and sells knitwear in India. The company offers vests, briefs, boxers, drawers and trunks, T-shirts, hoodies and sweatshirts, polo and tees, shorts, tracks, tops and bottoms, winter wear, leggings, racer backs, camisole straps, slips, loungers and pyjamas, bras, and panties under the Lux Venus, Lux Classic, Lux Karishma, Lux Touch, GenX, Lux Cozi, Lux Cozi Big Shot, Lux Cott's Wool, Lux Inferno, Lux Mozze, ONN, Lyra, Lux Cozi GLO, Lux Cozi Her, Lux Venus Classic, and One8 for men, women, and kids. It also exports its products to 46 countries worldwide. The company was formerly known as Biswanath Hosiery Mills and changed its name to Lux Industries Limited in 1995. Lux Industries Limited was incorporated in 1957 and is headquartered in Kolkata, India.",https://www.luxinnerwear.com,3364,23143600000,23143600000,,,,,,
LPP.WA,LPP SA,28803412800,PLN,WSE,15520.0,true,"LPP SA designs, manufactures, distributes, and retails clothing for women, men, and children. It offers apparel, accessories, and footwear under the Reserved, Cropp, House, Mohito, and Sinsay brands. The company sells its products through 2,244 stores, as well as through online stores in Poland and internationally. LPP SA was founded in 1989 and is headquartered in Gdansk, Poland.",https://www.lppsa.com,33000,17406200000,17406200000,,,,,,
MAVI.IS,Mavi Giyim Sanayi ve Ticaret A.S.,31323635600,TRY,IST,78.85,true,"Mavi Giyim Sanayi ve Ticaret A.S. engages in the wholesale and retail sale of ready-to-wear denim apparel for men, women, and children. The company offers knit and woven shirts, T-shirts, sweaters, jackets, skirts, dresses, accessories, and denim bottoms. It operates 327 retail stores, 68 franchised stores, and 500 wholesale doors in Turkey; 1 retail store and 800 wholesale doors in Europe; 1,200 wholesale doors in the United States; 4 retail stores and 1,000 wholesale doors in Canada; 19 retail stores, 17 franchised stores, and 125 wholesale doors in Russia; and 20 franchise stores and 25 wholesale doors internationally, as well as e-commerce platforms. Mavi Giyim Sanayi ve Ticaret A.S. was incorporated in 1991 and is based in Istanbul, Turkey.",https://www.mavicompany.com,6366,26293292000,26293292000,,,,,,
6110.HK,Topsports International Holdings Limited,17301403800,HKD,HKSE,2.79,true,"Topsports International Holdings Limited, an investment holding company, engages in the sale of sportswear products in the People's Republic of China. The company is also involved in the leasing of commercial spaces to other retailers for concessionaire sale; provision of information technology services; operation of sports cities business; and trading of sportswear products. As of February 28, 2022, it operated a network of 7,695 directly operated stores. The company also offers its products through e-commerce platform. Topsports International Holdings Limited was founded in 1999 and is headquartered in Kwai Chung, Hong Kong.",https://www.topsports.com.cn,28941,28933200000,3703449600,,,,,,
PMNT,Perfect Moment Ltd. Common Stock,15212255,USD,NASDAQ,0.95,true,"Perfect Moment Ltd., together with its subsidiaries, owns and operates a fashion brand that offers ski, surf, and activewear collections under the brand name of Perfect Moment. It offers skiwear, outerwear, swimwear and activewear for women, men, and children. The company sells its collections directly to customers through e-commerce and to wholesale accounts, as well as through other sales partnerships. Perfect Moment Ltd. was founded in 1984 and is based in London, the United Kingdom.",https://www.perfectmoment.com,39,24443000,24443000,,,,,,
CALN.SW,CALIDA Holding AG,170493767,CHF,SIX,22.6,true,"CALIDA Holding AG engages in apparel business in France, Germany, Switzerland, other Europe, Asia, the United States, and internationally. The company operates through three segments: CALIDA, AUBADE, and LAFUMA MOBILIER. It offers underwear, sleepwear, loungewear, knitwear, and swimwear under the CALIDA brand name; and luxury lingerie under the AUBADE brand. The company also provides clothing and equipment for hiking, travel, and trekking under the LAFUMA Outdoor brand name; and functional equipment for camping, gardening, and leisure under the LAFUMA MOBILIER. It also sells its products through e-shops. The company was founded in 1941 and is headquartered in Sursee, Switzerland.",https://www.calidagroup.com,2360,304428000,347047920,,,,,,
ECK.DE,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG,53208000,EUR,XETRA,14.4,true,"LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG engages in the textile retail business in Germany. It operates through Textile and Non-Textile segments. The company is involved in the wholesale and retail of textiles, clothing, hardware, and other merchandise. It also provides non-textile goods, such as cosmetics, paper products, and sound recording products. In addition, the company offers various cosmetic products through ludwigbeck.de, an online portal. Further, it is involved in the acquisition, holding, and management of investments in real estate companies. The company operates its flagship store at Marienplatz in Munich. It operates its business under the LUDWIG BECK brand name. LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG was founded in 1861 and is based in Munich, Germany.",https://www.ludwigbeck.de,437,72700000,78516000,,,,,,
NXT.MC,"Nueva Expresión Textil, S.A.",138992052,EUR,BME,0.399,true,"Nueva Expresión Textil, S.A. manufactures and sells fabrics and garments. It also offers jacquards, meshes, rib, lurex, stripes, simplex, and spacer fabrics. The company provides luxury garments; sports garments with seamless technology; swimwear; plain and printed intimate and shapewear with a knitted stitch or structure; and medical fabrics that help to delay and prevent medical procedures. The company was formerly known as Dogi International Fabrics, S.A. Nueva Expresión Textil, S.A. was founded in 1954 and is based in Madrid, Spain.",https://www.nextil.com,255,38921379,42035089.32,,,,,,
